,index,modelo,precio,combustible,CV,km,lugar,año,link
69,29,                 Mercedes Citan  Tourer 109CDI Plus             ,10.649 €, Diesel, 90 cv,                 84.000 km             ,                  Madrid             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-citan-tourer-109cdi-plus-en-madrid.htm?id=6683570
70,30,                 Mazda Mazda3  1.5 Style 77kW             ,15.900 €, Diesel, 105 cv,                 14.742 km             ,                  Alicante             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda3-15-style-77kw-en-alicante.htm?id=6675388
71,31,                 Mini Mini  Cooper D             ,15.900 €, Diesel, 116 cv,                 61.000 km             ,                  Zaragoza             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-cooper-d-en-zaragoza.htm?id=6673882
72,32,                 Volkswagen Polo  1.0 TSI Advance DSG             ,13.490 €, Gasolina, 95 cv,                 51.000 km             ,                  Tenerife             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-10-tsi-advance-dsg-70kw-en-tenerife.htm?id=6660596
73,33,                 Bmw Serie 3 320dA Gran Turismo             ,15.490 €, Diesel, 184 cv,                 149.990 km             ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320da-gran-turismo-en-madrid.htm?id=6649200
74,34,                 Citroen Jumpy  Furgón 29 L2H1 90             ,9.900 €, Diesel, 90 cv,                 175.000 km             ,                  Granada             ,                  2012             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-jumpy-furgon-29-l2h1-90-en-granada.htm?id=6630608
75,35,                 Land Rover  2.0D I4 MHEV SE             ,71.900 €, Diesel, 204 cv,                 16.891 km             ,                  Cordoba             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+velar-20d-i4-mhev-se-4wd-aut-204-en-cordoba.htm?id=6591679
76,36,                 Cupra Formentor  1.5 TSI 150             ,26.390 €, Gasolina, 150 cv,                 23.000 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-cupra-formentor-15-tsi-150-en-madrid.htm?id=6531133
77,37,                 Ford Fiesta  1.0 EcoBoost S/S ST             ,15.500 €, Gasolina, 140 cv,                 35.850 km             ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-10-ecoboost-ss-st-line-140-en-madrid.htm?id=6481979
78,38,                 Bmw X2  sDrive 18d             ,27.990 €, Diesel, 150 cv,                 18.608 km             ,                  Albacete             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x2-sdrive-18d-en-albacete.htm?id=6466987
79,39,                 Hyundai Kona  1.0 TGDI Klass 4x2             ,13.500 €, Gasolina, 120 cv,                 45.000 km             ,                  Madrid             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-10-tgdi-klass-4x2-en-madrid.htm?id=6442303
80,40,                 Suzuki Vitara  1.9TD Golf             ,6.000 €, Diesel, 75 cv,                 238.000 km             ,                  Girona             ,                  1998             ,https://www.coches.com/coches-segunda-mano/ocasion-suzuki-vitara-19td-golf-en-girona.htm?id=6434075
81,41,                 Volkswagen  2.0TDI Elegance             ,23.885 €, Diesel, 150 cv,                 51.000 km             ,                  Badajoz             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-arteon-20tdi-elegance-dsg7-110kw-en-badajoz.htm?id=6251687
82,42,                 Land Rover  2.0D R-Dynamic S             ,58.900 €, Diesel, 240 cv,                 12.604 km             ,                  Valencia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+velar-20d-r-dynamic-s-4wd-aut-240-en-valencia.htm?id=5978501
83,43,                 Kia Soul e- Emotion             ,27.990 €, Eléctrico, 136 cv,                 1.800 km             ,"                  Palmas, Las             ",                  2020             ,https://www.coches.com/km0/seminuevo-kia-soul-e--emotion-en-palmas+las.htm?id=5921515
84,44,                 Kia Niro E- Concept             ,23.990 €, Eléctrico, 136 cv,                 2.100 km             ,"                  Palmas, Las             ",                  2020             ,https://www.coches.com/km0/seminuevo-kia-niro-e--concept-en-palmas+las.htm?id=5897575
85,45,                 Toyota Aygo  1.0 VVT-i x-play             ,11.600 €, Gasolina, 69 cv,                 17.799 km             ,                  Cadiz             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-aygo-10-vvt-i-x-play-en-cadiz.htm?id=6848565
86,46,                 Peugeot 3008  1.2 S&S PureTech             ,22.700 €, Gasolina, 130 cv,                 18.317 km             ,                  Sevilla             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-12-s_s-puretech-active-130-en-sevilla.htm?id=6848559
87,47,                 Opel Corsa  1.3CDTI Business75             ,8.800 €, Diesel, 75 cv,                 165.000 km             ,                  Valencia             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-13cdti-business75-en-valencia.htm?id=6846837
88,48,                 Fiat 500X  1.0 Firefly S&S Urban             ,15.000 €, Gasolina, 120 cv,                 24.345 km             ,                  Pontevedra             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500x-10-firefly-s_s-urban-en-pontevedra.htm?id=6846317
89,49,                 Hyundai Santa Fe  2.2CRDi Style F 7pl.             ,11.000 €, Diesel, 155 cv,                 153.000 km             ,                  Madrid             ,                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-santa+fe-22crdi-style-f-7pl-aut-en-madrid.htm?id=6846237
90,50,                 Mercedes Clase E Coupé 500 Aut.             ,21.500 €, Gasolina, 388 cv,                 120.000 km             ,                  Madrid             ,                  2010             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-coupe-500-aut-en-madrid.htm?id=6846221
91,51,                 Opel Vectra  1.9CDTI 8v Essentia             ,3.500 €, Diesel, 100 cv,                 272.000 km             ,                  Valencia             ,                  2008             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-vectra-19cdti-8v-essentia-en-valencia.htm?id=6846201
92,52,                 Fiat Punto  1.3Mjt 16v Feel/Class             ,2.500 €, Diesel, 70 cv,                 226.000 km             ,                  Valencia             ,                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-fiat-punto-13mjt-16v-feelclass-en-valencia.htm?id=6846193
93,53,                 Audi A3 RS3 Sedán TFSI             ,57.900 €, Gasolina, 400 cv,                 6.000 km             ,                  Huelva             ,                  2020             ,https://www.coches.com/km0/seminuevo-audi-a3-rs3-sedan-tfsi-quattro-s-tronic-294kw-en-huelva.htm?id=6846063
94,54,                 Mini Countryman Mini  John Cooper             ,31.900 €, Gasolina, 231 cv,                 104.000 km             ,                  Huelva             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mini-countryman-mini--john-cooper-works-all4-aut-en-huelva.htm?id=6846011
95,55,                 Nissan Qashqai  1.5dCi Acenta 4x2             ,8.300 €, Diesel, 110 cv,                 168.000 km             ,                  Madrid             ,                  2011             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-acenta-4x2-en-madrid.htm?id=6844715
96,56,                 Volkswagen  2.0TDI Highline DSG             ,7.990 €, Diesel, 140 cv,                 174.000 km             ,                  Granada             ,                  2008             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-touran-20tdi-highline-dsg-en-granada.htm?id=6844705
97,57,                 Opel Astra  ST 1.6CDTi S/S             ,15.400 €, Diesel, 136 cv,                 56.000 km             ,                  Lleida             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-st-16cdti-ss-selective-pro-136-en-lleida.htm?id=6844505
98,58,                 Volkswagen Golf  Sportsvan 1.2 TSI             ,12.900 €, Gasolina, 110 cv,                 91.809 km             ,                  Pontevedra             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-sportsvan-12-tsi-bmt-edition-en-pontevedra.htm?id=6843753
99,59,                 Toyota Corolla  125H Business             ,20.000 €, Híbrido, 122 cv,                 32.859 km             ,                  Pontevedra             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-corolla-125h-business-en-pontevedra.htm?id=6843743
100,100,                 Jeep Compass  2.0 Mjt Limited AWD             ,20.800 €, Diesel, 140 cv,                 100.571 km             ,                  Barcelona             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-jeep-compass-20-mjt-limited-awd-atx-aut-103kw-en-barcelona.htm?id=6819035
101,101,                 Mazda Mazda3  2.0 Black Tech Edition             ,16.500 €, Gasolina, 120 cv,                 45.876 km             ,                  Valencia             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda3-20-black-tech-edition-88kw-en-valencia.htm?id=6817933
102,102,                 Volkswagen  1.0 TSI Advance Style             ,21.495 €, Gasolina, 109 cv,                 2.600 km             ,                  Barcelona             ,                  2021             ,https://www.coches.com/km0/seminuevo-volkswagen-t-roc-10-tsi-advance-style-81kw-en-barcelona.htm?id=6817925
103,103,                 Renault Trafic  Furgón 29 L2H1 dCi             ,19.900 €, Diesel, 95 cv,                 105.582 km             ,                  Lleida             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-trafic-furgon-29-l2h1-dci-70kw-en-lleida.htm?id=6817521
104,104,                 Subaru Justy  1.0L Limited             ,2.499 €, Gasolina, 70 cv,                 210.000 km             ,                  Vizcaya             ,                  2008             ,https://www.coches.com/coches-segunda-mano/ocasion-subaru-justy-10l-limited-en-vizcaya.htm?id=6814073
105,105,                 Hyundai Getz  1.1             ,2.499 €, Gasolina, 63 cv,                 90.000 km             ,                  Vizcaya             ,                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-getz-11-en-vizcaya.htm?id=6814069
106,106,                 Opel Astra  1.3CDTi Energy             ,3.899 €, Diesel, 90 cv,                 197.000 km             ,                  Almeria             ,                  2009             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-13cdti-energy-ecoflex-en-almeria.htm?id=6813985
107,107,                 Mini Mini  Cooper             ,4.400 €, Gasolina, 115 cv,                 126.000 km             ,                  Malaga             ,                  2005             ,https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-cooper-en-malaga.htm?id=6813333
108,108,                 Seat León  1.4 TSI ACT S&S FR             ,17.900 €, Gasolina, 150 cv,                 51.900 km             ,"                  Coruña, A             ",                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-14-tsi-act-s_s-fr-150-en-coruna+a.htm?id=6813161
109,109,                 Peugeot 208  1.2 Puretech S&S             ,14.995 €, Gasolina, 75 cv,                 0 km             ,                  Valencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-208-12-puretech-s_s-active-pack-75-en-valencia.htm?id=6813121
110,110,                 Peugeot 208  1.5 BlueHDi S&S             ,17.995 €, Diesel, 100 cv,                 0 km             ,                  Valencia             ,                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-208-15-bluehdi-s_s-active-pack-100-en-valencia.htm?id=6813109
111,111,                 Peugeot Expert  Fg. Standard             ,15.694 €, Diesel, 95 cv,                 100.499 km             ,                  Sevilla             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-expert-fg-standard-16bluehdi-premium-95-en-sevilla.htm?id=6812767
112,112,                 Opel Crossland  1.2 S&S Ultimate 130             ,23.900 €, Gasolina, 130 cv,                 5 km             ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-opel-crossland-12-s_s-ultimate-130-aut-en-valladolid.htm?id=6811995
113,113,                 Ford Kuga  1.5 EcoBoost ST-Line             ,25.500 €, Gasolina, 150 cv,                 8.500 km             ,                  Valladolid             ,                  2021             ,https://www.coches.com/km0/seminuevo-ford-kuga-15-ecoboost-st-line-x-fwd-150-en-valladolid.htm?id=6811973
114,114,                 Ford Focus  Sportbreak 1.0             ,20.800 €, Gasolina, 125 cv,                 5 km             ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-ford-focus-sportbreak-10-ecoboost-mhev-st-line-en-valladolid.htm?id=6811969
115,115,                 Mercedes EQA  250             ,55.795 €, Eléctrico, 190 cv,                 0 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-eqa-250-en-madrid.htm?id=6811211
116,116,                 Seat Arona  1.0 TSI S&S Style 110             ,17.990 €, Gasolina, 110 cv,                 0 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-seat-arona-10-tsi-s_s-style-110-en-madrid.htm?id=6811041
117,117,                 Peugeot 3008  1.5BlueHDi Active             ,29.999 €, Diesel, 130 cv,                 2 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-3008-15bluehdi-active-pack-s_s-130-en-madrid.htm?id=6811001
118,118,                 Seat Ateca  1.5 EcoTSI S&S FR             ,33.990 €, Gasolina, 150 cv,                 0 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-seat-ateca-15-ecotsi-s_s-fr-dsg-en-madrid.htm?id=6810907
119,119,                 Peugeot 208  1.2 Puretech S&S             ,14.229 €, Gasolina, 75 cv,                 2 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-208-12-puretech-s_s-active-75-en-madrid.htm?id=6810747
120,120,                 Opel Mokka  X 1.4T S&S Selective             ,13.990 €, Gasolina, 140 cv,                 31.208 km             ,"                  Rioja, La             ",                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-mokka-x-14t-s_s-selective-4x2-en-rioja+la.htm?id=6803684
121,121,                 Opel Meriva  1.4 NEL Selective 120             ,10.500 €, Gasolina, 120 cv,                 38.233 km             ,                  Palencia             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-meriva-14-nel-selective-120-en-palencia.htm?id=6803604
122,122,                 Ford Transit  Van 1.5TDCi Trend             ,16.500 €, Diesel, 100 cv,                 5 km             ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-ford-transit+courier-van-15tdci-trend-100-en-valladolid.htm?id=6802986
123,123,                 Renault Kangoo  Fg. 1.5dCi Profesional             ,10.990 €, Diesel, 75 cv,                 70.124 km             ,"                  Palmas, Las             ",                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-fg-15dci-profesional-gen5-55kw-en-palmas+las.htm?id=6801956
124,124,                 Mercedes Clase A 180d 7G-DCT             ,31.990 €, Diesel, 116 cv,                 43.000 km             ,"                  Palmas, Las             ",                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180d-7g-dct-en-palmas+las.htm?id=6801908
125,125,                 Nissan Qashqai  1.5dCi Tekna+ 4x2             ,21.990 €, Diesel, 115 cv,                 45.000 km             ,"                  Palmas, Las             ",                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-15dci-tekna+-4x2-85kw-en-palmas+las.htm?id=6801638
126,126,                 Peugeot 208  1.5 BlueHDi S&S GT             ,20.900 €, Diesel, 100 cv,                 22.299 km             ,                  Madrid             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-15-bluehdi-s_s-gt-line-100-en-madrid.htm?id=6799916
127,127,                 Toyota Corolla  Sedán 125H Active             ,19.990 €, Híbrido, 122 cv,                 25.200 km             ,                  Badajoz             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-corolla-sedan-125h-active-tech-en-badajoz.htm?id=6798460
128,128,                 Renault Captur  TCe Energy Zen             ,15.990 €, Gasolina, 120 cv,                 48.000 km             ,                  Badajoz             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-tce-energy-zen-87kw-en-badajoz.htm?id=6798430
129,129,                 Opel Adam  1.4 XEL S&S Glam             ,10.900 €, Gasolina, 87 cv,                 45.850 km             ,                  Badajoz             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-adam-14-xel-s_s-glam-en-badajoz.htm?id=6798374
130,130,                 Opel Tigra  1.4i 16v             ,2.499 €, Gasolina, 90 cv,                 180.000 km             ,                  Vizcaya             ,                  1997             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-tigra-14i-16v-en-vizcaya.htm?id=6798042
131,131,                 Audi A4  2.0TDI 110kW             ,23.000 €, Diesel, 150 cv,                 70.617 km             ,                  Granada             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-20tdi-110kw-en-granada.htm?id=6797030
132,132,                 Volkswagen  1.5 TSI ACT Advance             ,19.780 €, Gasolina, 150 cv,                 52.000 km             ,                  Granada             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-15-tsi-act-advance-110kw-en-granada.htm?id=6795070
133,133,                 Jaguar F-Pace  2.0D l4 MHEV             ,67.900 €, Diesel, 204 cv,                 18.692 km             ,                  Cadiz             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-f-pace-20d-l4-mhev-standard-se-aut-awd-204-en-cadiz.htm?id=6793428
134,134,                 Kia Sportage  1.6 GDi Concept 4x2             ,16.500 €, Gasolina, 132 cv,                 56.000 km             ,                  Tarragona             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-gdi-concept-4x2-en-tarragona.htm?id=6792562
135,135,                 Seat Tarraco  2.0TDI S&S FR             ,36.900 €, Diesel, 150 cv,                 25.620 km             ,                  Barcelona             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-tarraco-20tdi-s_s-fr-dsg-7-150-en-barcelona.htm?id=6792132
136,136,                 Opel Crossland  X 1.2T S&S             ,14.700 €, Gasolina, 130 cv,                 60.830 km             ,                  Sevilla             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-crossland-x-12t-s_s-innovation-130-en-sevilla.htm?id=6790148
137,137,                 Ford Ka + 1.19 Ti-VCT Active             ,12.580 €, Gasolina, 85 cv,                 18.740 km             ,                  Valencia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-ka-+-119-ti-vct-active-en-valencia.htm?id=6789492
138,138,                 Volkswagen  1.4 TSI             ,15.200 €, Gasolina, 122 cv,                 88.057 km             ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-scirocco-14-tsi-en-madrid.htm?id=6788654
139,139,                 Citroen Jumpy  Fg. BlueHDI Talla M             ,18.475 €, Diesel, 95 cv,                 107.020 km             ,                  Sevilla             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-jumpy-fg-bluehdi-talla-m-confort-95-en-sevilla.htm?id=6788240
